,Date,Unit,Type_Of_Meat,Animal,Commercial_Or_Federally_Inspected,Weight
1141,2011-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28662.6
1142,2011-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,40853.4
1143,2011-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1067737.3
1144,2011-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4323296.8
1145,2011-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,620761.0
1146,2011-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42464.200000000004
1147,2011-05-01,1000 Pounds,Red Meat,Calves,Commercial,17625.600000000002
1148,2011-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,27300.0
1149,2011-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3531831.0999999996
1150,2011-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5599440.0
1151,2011-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,586017.6
1152,2011-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2349215.0
1153,2011-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4082732.8
1154,2011-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25768.6
1155,2011-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36807.600000000006
1156,2011-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1172070.9
1157,2011-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4364459.399999999
1158,2011-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,650547.9
1159,2011-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41529.399999999994
1160,2011-06-01,1000 Pounds,Red Meat,Calves,Commercial,19285.0
1161,2011-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,30030.0
1162,2011-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3914345.4
1163,2011-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6217727.2
1164,2011-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,665220.8
1165,2011-06-01,1000 Pounds,Red Meat,Hogs,Commercial,2440347.0
1166,2011-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4228891.2
1167,2011-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25166.899999999998
1168,2011-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35658.399999999994
1169,2011-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1327705.5999999999
1170,2011-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4056897.0
1171,2011-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,563637.9
1172,2011-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37886.4
1173,2011-07-01,1000 Pounds,Red Meat,Calves,Commercial,17983.0
1174,2011-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,27801.600000000002
1175,2011-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3516444.0
1176,2011-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5593015.0
1177,2011-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,585132.1
1178,2011-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2186290.4
1179,2011-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3793647.2
1180,2011-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21891.8
1181,2011-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,30518.399999999998
1182,2011-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1188630.0
1183,2011-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4450688.0
1184,2011-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,629593.5
1185,2011-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44702.0
1186,2011-08-01,1000 Pounds,Red Meat,Calves,Commercial,19864.8
1187,2011-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,30771.000000000004
1188,2011-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3933317.0
1189,2011-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6249695.7
1190,2011-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,649938.3999999999
1191,2011-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2534980.0
1192,2011-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4389600.0
1193,2011-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26228.399999999998
1194,2011-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,37067.799999999996
1195,2011-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1322082.3
1196,2011-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4259257.2
1197,2011-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,594716.7000000001
1198,2011-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,45480.100000000006
1199,2011-09-01,1000 Pounds,Red Meat,Calves,Commercial,18597.6
1200,2011-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,28710.0
1201,2011-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3675528.0
1202,2011-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5816472.0
1203,2011-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,626886.0
1204,2011-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2616597.0
1205,2011-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4542408.2
1206,2011-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23718.0
1207,2011-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33374.0
1208,2011-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1165792.5
1209,2011-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4139434.1
1210,2011-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,658371.2000000001
1211,2011-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42550.0
1212,2011-10-01,1000 Pounds,Red Meat,Calves,Commercial,18393.100000000002
1213,2011-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,28385.5
1214,2011-10-01,1000 Pounds,Red Meat,Cattle,Commercial,3682544.1
1215,2011-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5809266.399999999
1216,2011-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,639760.7999999999
1217,2011-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2723545.0
1218,2011-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4734396.8
1219,2011-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23450.0
1220,2011-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33285.600000000006
1221,2011-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1155355.0
1222,2011-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3863965.8
1223,2011-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,640500.0
1224,2011-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42714.4
1225,2011-11-01,1000 Pounds,Red Meat,Calves,Commercial,18640.5
1226,2011-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,28831.9
1227,2011-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3600617.0999999996
1228,2011-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5675415.2
1229,2011-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,610542.3999999999
1230,2011-11-01,1000 Pounds,Red Meat,Hogs,Commercial,2791787.1999999997
1231,2011-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4854464.7
1232,2011-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25272.0
1233,2011-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35583.3
1234,2011-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1111651.8
1235,2011-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3823928.4
1236,2011-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,575669.7000000001
1237,2011-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38136.5
1238,2011-12-01,1000 Pounds,Red Meat,Calves,Commercial,18469.0
1239,2011-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,28576.399999999998
1240,2011-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3571159.8000000003
1241,2011-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5620985.100000001
1242,2011-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,585610.0
1243,2011-12-01,1000 Pounds,Red Meat,Hogs,Commercial,2763820.4
1244,2011-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4795653.600000001
1245,2011-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25033.899999999998
1246,2011-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35613.6
1247,2011-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1117155.0
1248,2012-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4101847.0
1249,2012-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,599490.9
1250,2012-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,36980.0
1251,2012-01-01,1000 Pounds,Red Meat,Calves,Commercial,17737.4
1252,2012-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,27572.399999999998
1253,2012-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3529109.9999999995
1254,2012-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5560233.0
1255,2012-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,606513.6
1256,2012-01-01,1000 Pounds,Red Meat,Hogs,Commercial,2651897.6
1257,2012-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4619798.399999999
1258,2012-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24240.3
1259,2012-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,34758.8
1260,2012-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1095934.4
1261,2012-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3910313.6
1262,2012-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,586124.0
1263,2012-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,35167.700000000004
1264,2012-02-01,1000 Pounds,Red Meat,Calves,Commercial,16615.2
1265,2012-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,25914.1
1266,2012-02-01,1000 Pounds,Red Meat,Cattle,Commercial,3342783.1999999997
1267,2012-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5280870.0
1268,2012-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,621054.0
1269,2012-02-01,1000 Pounds,Red Meat,Hogs,Commercial,2514426.6
1270,2012-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4361752.8
1271,2012-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24629.7
1272,2012-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35558.0
1273,2012-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1013089.5000000001
1274,2012-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4055806.6
1275,2012-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,629289.0
1276,2012-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40627.3
1277,2012-03-01,1000 Pounds,Red Meat,Calves,Commercial,16838.5
1278,2012-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,26266.5
1279,2012-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3576666.6
1280,2012-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5670170.0
1281,2012-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,666437.2
1282,2012-03-01,1000 Pounds,Red Meat,Hogs,Commercial,2656275.3000000003
1283,2012-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4613356.8
1284,2012-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28295.100000000002
1285,2012-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,41040.0
1286,2012-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1103776.2
1287,2012-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3962507.8
1288,2012-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,597235.2
1289,2012-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38488.3
1290,2012-04-01,1000 Pounds,Red Meat,Calves,Commercial,16667.5
1291,2012-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,25871.8
1292,2012-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3291529.5
1293,2012-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5215470.3
1294,2012-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,593640.0
1295,2012-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2453933.8000000003
1296,2012-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4273562.399999999
1297,2012-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25687.8
1298,2012-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36641.8
1299,2012-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1044250.9999999999
1300,2012-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4345638.399999999
1301,2012-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,649997.6
1302,2012-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41371.2
1303,2012-05-01,1000 Pounds,Red Meat,Calves,Commercial,17464.0
1304,2012-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,27237.600000000002
1305,2012-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3680768.0
1306,2012-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5850461.7
1307,2012-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,606083.1
1308,2012-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2571945.0
1309,2012-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4467771.5
1310,2012-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27180.0
1311,2012-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38798.4
1312,2012-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1249187.1
1313,2012-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4166143.4000000004
1314,2012-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,633360.0
1315,2012-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42144.299999999996
1316,2012-06-01,1000 Pounds,Red Meat,Calves,Commercial,15093.0
1317,2012-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,23430.0
1318,2012-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3694689.0
1319,2012-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5883315.600000001
1320,2012-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,601553.4
1321,2012-06-01,1000 Pounds,Red Meat,Hogs,Commercial,2342343.8000000003
1322,2012-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4062542.6999999997
1323,2012-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24784.2
1324,2012-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35294.4
1325,2012-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1282485.5
1326,2012-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4191149.6
1327,2012-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,621833.9
1328,2012-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,39952.0
1329,2012-07-01,1000 Pounds,Red Meat,Calves,Commercial,16243.400000000001
1330,2012-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,25203.5
1331,2012-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3616676.0000000005
1332,2012-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5755612.8
1333,2012-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,570224.0
1334,2012-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2304334.6999999997
1335,2012-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,3991522.0
1336,2012-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24976.0
1337,2012-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35532.0
1338,2012-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1253192.0
1339,2012-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4411375.6
1340,2012-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,662763.7
1341,2012-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44629.200000000004
1342,2012-08-01,1000 Pounds,Red Meat,Calves,Commercial,17229.9
1343,2012-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,26778.399999999998
1344,2012-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3897009.9999999995
1345,2012-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6190973.100000001
1346,2012-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,661276.0
1347,2012-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2674774.6
1348,2012-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4633307.0
1349,2012-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28471.0
1350,2012-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,40253.5
1351,2012-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1301738.5
1352,2012-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3914473.0000000005
1353,2012-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,565988.1
1354,2012-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40116.6
1355,2012-09-01,1000 Pounds,Red Meat,Calves,Commercial,15110.5
1356,2012-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,23257.600000000002
1357,2012-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3333479.6999999997
1358,2012-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5271378.1
1359,2012-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,568845.2
1360,2012-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2562305.0
1361,2012-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4434658.8
1362,2012-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25244.5
1363,2012-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35653.2
1364,2012-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1077078.5999999999
1365,2012-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4475886.0
1366,2012-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,724362.0
1367,2012-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44306.799999999996
1368,2012-10-01,1000 Pounds,Red Meat,Calves,Commercial,17666.0
1369,2012-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,27064.8
1370,2012-10-01,1000 Pounds,Red Meat,Cattle,Commercial,3894294.5999999996
1371,2012-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6142488.0
1372,2012-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,646978.5
1373,2012-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2974626.1999999997
1374,2012-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5147916.600000001
1375,2012-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28509.7
1376,2012-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,39795.0
1377,2012-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1255337.8
1378,2012-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4044876.0
1379,2012-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,641522.2
1380,2012-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41769.2
1381,2012-11-01,1000 Pounds,Red Meat,Calves,Commercial,17177.600000000002
1382,2012-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,26649.600000000002
1383,2012-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3678985.0
1384,2012-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5812176.300000001
1385,2012-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,635226.8
1386,2012-11-01,1000 Pounds,Red Meat,Hogs,Commercial,2789752.8
1387,2012-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4834652.8
1388,2012-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24961.399999999998
1389,2012-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,34755.0
1390,2012-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1144412.5
1391,2012-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3793458.1
1392,2012-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,549687.6
1393,2012-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38106.4
1394,2012-12-01,1000 Pounds,Red Meat,Calves,Commercial,16611.600000000002
1395,2012-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,25864.5
1396,2012-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3366932.0
1397,2012-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5315212.6
1398,2012-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,565720.4
1399,2012-12-01,1000 Pounds,Red Meat,Hogs,Commercial,2613471.6
1400,2012-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4536963.899999999
1401,2012-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25650.0
1402,2012-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35873.100000000006
1403,2012-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1054791.5999999999
1404,2013-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4334370.100000001
1405,2013-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,654278.0
1406,2013-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,36566.4
1407,2013-01-01,1000 Pounds,Red Meat,Calves,Commercial,17942.4
1408,2013-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,27869.4
1409,2013-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3766075.2
1410,2013-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5940831.6
1411,2013-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,640286.4
1412,2013-01-01,1000 Pounds,Red Meat,Hogs,Commercial,2757922.8
1413,2013-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4794225.0
1414,2013-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24836.0
1415,2013-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35245.799999999996
1416,2013-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1197144.9
